wave,course,respondent_id,question_id,question_short,response
T3,Course B,T3_B_09,Q13_features,Q13_features,"I find it most help that I could ask the AI tutor any question that I might feel too embarrassed to ask my actual professor. I also like that I can ""think out loud"" to the AI tutor and it will correct where my thought process might have gone wrong. I think a feature that needs improvement is not giving into the answer too quickly because you can ask it to not give you the answer, but after about two more chats expressing confusion, the AI tutor gives the full answer."
T3,Course B,T3_B_09,Q14_equity,Q14_equity,"Yes, I do feel the AI tutor accommodates the needs of all students equally because it adapts to each individual user. If a student has a certain need or learning style, they could prompt the AI tutor and it will adapt to that."
T3,Course B,T3_B_09,Q15_critthink,Q15_critthink,"It is has hindered me in the way that I feel the constant need of reassurance as I am working through a problem alone. Even if I am working through the problem correctly, I always want to make sure ""just in case."""
T3,Course B,T3_B_09,Q16_suggest,Q16_suggest,"Sometimes the language it uses is a little too complex or it overloads you with too much information. Unless prompted to simplify or change that, the AI tutor does not address that."
T3,Course B,T3_B_10,Q12_balance,Q12_balance,AI tools help me do my homework a lot faster because I don't have to search all my notes to look for theorems or formulas when I can just ask AI to provide it for me
T3,Course B,T3_B_10,Q13_features,Q13_features,What I find most helpful is when AI shows me the step by step how to solving a problem.
T3,Course B,T3_B_10,Q14_equity,Q14_equity,"Yes, because everyone can access AI so easily nowadays."
T3,Course B,T3_B_10,Q15_critthink,Q15_critthink,Using the AI tutor helps me solve problems independently by asking AI to show me practice questions.
T3,Course B,T3_B_10,Q16_suggest,Q16_suggest,None
T3,Course B,T3_B_11,Q12_balance,Q12_balance,"It helps recall a lot of things like definition, formulas and even symbols especially when it came to not being time consuming looking through the notes."
T3,Course B,T3_B_11,Q13_features,Q13_features,"It was helpful, sometimes it gave me the answer and not all the steps. It would sometime skip steps. It helps with showing me the specific steps I needed to do the problems on my own like the big picture."
T3,Course B,T3_B_11,Q14_equity,Q14_equity,"Yes, because it would rephrase the problem into simpler word and even give me definition to certain phrases not referring to math."
T3,Course B,T3_B_11,Q15_critthink,Q15_critthink,Its help with clarifying my thoughts and answers to flow and make sense because my answer was all over the place and didn't make sense when i would go back to my notes.
T3,Course B,T3_B_11,Q16_suggest,Q16_suggest,None that I can think of at the moment!
T3,Course B,T3_B_12,Q12_balance,Q12_balance,ChatGPT has been extremely helpful with my difficult schedule.
T3,Course B,T3_B_12,Q13_features,Q13_features,The most helpful thing about the AI tutor was that the teaching style and notation was exactly like the professor's. I did have one issue where the tutor would not/could not explain the reasoning behind using a certain method/reaching a certain conclusion because it would only refer to the professor's notes and the professor did not provide the reasoning.
T3,Course B,T3_B_12,Q14_equity,Q14_equity,yes
T3,Course B,T3_B_12,Q15_critthink,Q15_critthink,It has really helped me think critically. There have been many times where I have questioned its results and had to argue with it.
T3,Course B,T3_B_12,Q16_suggest,Q16_suggest,I think they will get better with more use. each version Dr. Y has provided has improved.
T3,Course B,T3_B_13,Q12_balance,Q12_balance,"AI tools such as ChatGPT reduce time for me flipping through my textbook looking for the certain theorems and definition that I need to solve a problem. Sometimes I forget and just need to recall it. And it has been very helpful in times like these to succeed in solving a problem. 

 

Just like how we once refer to the internet and phones as the ""answers to our hands"" with a simple search, the AI tools narrow down what we need to search and go through that is relevant to the conversations we have with it."
T3,Course B,T3_B_13,Q13_features,Q13_features,"I liked how it refers to relevant definitions, theorems, and guides us into solving the problems. 

An example is when we had to find the MLE which is a way to estimate the value of an unknown parameter that is most likely.

 

Without giving us the solution, when given a problem about finding MLE, it gives us the way of finding the MLE."
T3,Course B,T3_B_13,Q14_equity,Q14_equity,"I feel as if the AI tutor accommodates the needs of all students equally. In some problems, I have troubles understand what is given and what its asking to do. And I have the AI tutor explain to me what is going on in the question sometimes to better comprehend and understand the question. However, in few cases, it still makes it unclear due to the complexity of the question."
T3,Course B,T3_B_13,Q15_critthink,Q15_critthink,"I believe it has both helped and hindered people's ability to recall information and build cognitive roadmaps. 

 

It has helped me because sometimes the AI tutor provides a step by step guide that helps me understand the material more than me referring to my class notes.

 

However, due to the quick access and guidance of these AI tools, it sometimes feel like im offloading my memory to the AI and rely on it. This hinders my learning because im overly relying on it for guidance and too lazy to put actual practice and test my mind."
T3,Course B,T3_B_13,Q16_suggest,Q16_suggest,"Sometimes when we have it refers to a particular question in a textbook, the AI gives a totally different question/problem. 

 

Like if we were to ask it to show or produce the question from the pdf or textbook in a certain chapter/section and question/problem number that covers certain concepts, it gives a completely different question that covers different concepts."
T3,Course B,T3_B_14,Q12_balance,Q12_balance,When I am forced to use AI I feel like it takes up too much of my time
T3,Course B,T3_B_14,Q13_features,Q13_features,N/A
T3,Course B,T3_B_14,Q14_equity,Q14_equity,N/A
T3,Course B,T3_B_14,Q15_critthink,Q15_critthink,I don’t like using it in class
T3,Course B,T3_B_14,Q16_suggest,Q16_suggest,Not make it a requirement for the course
T3,Course B,T3_B_15,Q12_balance,Q12_balance,I like to use AI when i’m in a time crunch and need help getting ideas for  research papers.
T3,Course B,T3_B_15,Q13_features,Q13_features,I liked how detailed the steps were when i asked the ai how to solve it. I wish they wouldn’t give the answer right away other than that i enjoyed using ai.
T3,Course B,T3_B_15,Q14_equity,Q14_equity,I think it does accommodate for everyone. If someone needs to use it they can always go to the library.
T3,Course B,T3_B_15,Q15_critthink,Q15_critthink,Whenever i got stuck on how to give the likelihood for a function AI tutor would help me with what I should do next and give reasons as to why it’s done that way.
T3,Course B,T3_B_15,Q16_suggest,Q16_suggest,Maybe notes incorporated in the chat along with examples to help students get an idea on how to solve problems.
T3,Course B,T3_B_16,Q12_balance,Q12_balance,It has help me prepare and cut my study time in half answer any questions that came up before the next class meet
T3,Course B,T3_B_16,Q13_features,Q13_features,the most helpful is the dinfition and exaplaintion given when answering questions
T3,Course B,T3_B_16,Q14_equity,Q14_equity,"I do not believe, just depending on the subject, such as writing an essay or even answering a math question correctly. It does speed up the process of some stuff."
T3,Course B,T3_B_16,Q15_critthink,Q15_critthink,n/a
T3,Course B,T3_B_16,Q16_suggest,Q16_suggest,n/a
T3,Course B,T3_B_17,Q12_balance,Q12_balance,They help because most times I don't have time or i don't want to go out if my way to see someone who can help. AI tutor is always readily available and easy to use
T3,Course B,T3_B_17,Q13_features,Q13_features,Very good at explaining and uses great reasoning and easy ways to do problems
T3,Course B,T3_B_17,Q14_equity,Q14_equity,yes the AI accommodates for anyone and doesn't cause any problems in my use
T3,Course B,T3_B_17,Q15_critthink,Q15_critthink,I do better to solve questions on my own but sometimes it'll give too much information when i ask a question
T3,Course B,T3_B_17,Q16_suggest,Q16_suggest,no improvements other than to help me do things independently
